nuts,February Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2041 - 2070)
DE50,0.8342240065336227
DE60,0.6675243203838667
DE71,0.5898106737683216
DE72,0.6544931011895339
DE73,0.7027665651713808
DE80,0.7923017237335443
DE91,0.730812206491828
BG41,0.5955104035635789
BG42,0.443429937462012
CH01,0.6948535713056724
AT32,0.7614110857248306
AT33,0.7557705129186313
AT34,0.637763187289238
BE10,0.5995976756016413
BE23,0.6180885814130306
BE24,0.6498211895426115
BE25,0.5069348255793253
BE31,0.5580617815256119
BE32,0.5644135034332672
BE33,0.787660725414753
BE34,0.6682956617325544
BE35,0.6094468290607135
BG31,0.4836653970181942
BG32,0.4065925944596529
BG33,0.47572920272747676
BG34,0.39916177093982697
DE92,0.7679887977118294
DE93,0.6277182680865129
DE94,0.7299581402291854
CZ07,0.820270678649346
CZ08,0.9275551971048117
AL01,0.7064059564222892
AL02,0.609460158770283
AL03,0.5800623343015711
AT11,0.5946462865918875
AT12,0.6830032601331671
AT13,0.5417275061209996
AT21,0.693406357926627
AT22,0.7128627028937141
AT31,0.7345692024876674
DK05,0.6344383614137769
BE21,0.6241626873612404
BE22,0.7245887115597724
ES43,0.45496785833189884
ES51,0.4310167744755745
ES52,0.3030952516943216
ES53,0.36158524366716543
ES61,0.39014917621389034
ES62,0.292448264049987
ES63,0.48879534006118774
ES64,0.36666666666666664
CH02,0.7587891479333242
CH03,0.7833017195264499
CH04,0.6926497315367063
CH05,0.7058659092833598
CH06,0.7567300612727801
CH07,0.8969176128506661
CY00,0.43701084069907664
CZ01,0.6401531303922335
CZ02,0.6837308737138907
CZ03,0.6517814643681049
CZ04,0.6929767010112603
CZ05,0.8468261419485013
CZ06,0.6777430657297373
DE40,0.7939834276214242
EL53,0.5263644183675448
EL54,0.6500470032294591
EL61,0.5352243890364965
EL62,0.5915089685469865
EL63,0.585404816394051
ES70,0.10839454332987468
ITC1,0.5879545812184612
ITC2,0.7733511197070281
DE11,0.6048278721049428
DE12,0.6249176478634278
DE13,0.7076106739540895
DE14,0.6923815386990706
DE21,0.7648693590114514
DE22,0.6247354564567407
DE23,0.5824869458874067
DE24,0.6629907836516699
DE25,0.5945496062437693
DE26,0.6363004719217619
DE27,0.7522607592244943
DE30,0.7456197967131932
EL42,0.5373192968467871
LV00,0.7275039567301671
ME00,0.7941104218363761
MK00,0.6077207254245878
MT00,0.39162722329298655
NL11,0.7489096194505691
NL12,0.6737877350300551
EL64,0.5607900649309159
EL65,0.5436822013929486
ES11,0.9970999415963888
ES12,0.8648774476101001
ES13,0.7990975332756837
ES21,0.6720158801724513
ES22,0.6123684252301852
ES23,0.7804236327608426
ES24,0.48112457133829595
ES30,0.6034913267940283
IE05,0.8350302660216887
IE06,0.8235914592941602
IS00,1.0764112159609796
ITC3,0.5603477269411087
FI19,0.5009635993900399
FI1B,0.7179164567341407
FI1C,0.6013861630111933
DEA1,0.6678678271671136
DEA2,0.6942749536285798
DEA3,0.7340016851822535
DEA4,0.7035378894458214
DEA5,0.6953605961054563
DEB1,0.6183343113089601
DEB2,0.5455476058026155
DEB3,0.679896988471349
DEC0,0.7281127005815506
DED2,0.7669131323695183
DED4,0.8278689076503117
DED5,0.6939614613850912
DEE0,0.777360669337213
DEF0,0.6863216489553452
DEG0,0.6459733679269751
DK01,0.7234858700384696
DK02,0.6967132585123181
DK03,0.6802210637678703
DK04,0.6281527000168959
ES41,0.5659095924037199
ES42,0.4470905256923288
HU23,0.8535712449500958
HU31,0.6649825411538283
HU32,0.7999623974164327
HU33,0.7302931778132915
IE04,0.9827639628201723
EE00,0.6529432814723501
EL30,0.3747288548698028
EL41,0.5846424130101998
EL43,0.4817013069987297
EL51,0.43194016385823486
EL52,0.4169730400666595
FI20,0.560910818229119
FR10,0.6414345573013027
FRB0,0.6851306740194559
FRC1,0.8071565141901373
FRC2,0.8015517626578609
FRD1,0.577695282548666
FRD2,0.5986343558877707
FRE1,0.4985704594602188
FRE2,0.598887749761343
FRF1,0.7095736570656299
NL13,0.6966691672801971
NL21,0.5929314504067104
NL22,0.5607439200083415
NL23,0.5638976459701855
NL31,0.6163861622412999
NL32,0.6377145404616992
ITG2,0.4227956861257553
ITH1,0.6625539054473241
ITH2,0.5994544950624306
FRI3,0.6034517710718016
FRJ1,0.4962198218951623
FRJ2,0.5418632144729296
FRK1,0.7642267505017419
FRK2,0.6789889986316363
FRL0,0.5073188459811111
FRM0,0.5828419782221317
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.5785706962148348
TR32,0.5329765104067822
TR33,0.5567372508347035
HR03,0.7769976854324341
HR02,0.8526757671187322
HU11,0.8005926132202148
HU12,0.7729114476591349
HU21,0.6995216282084584
HU22,0.6239855005095403
PT16,0.6126907746928434
PT17,0.40531397064526875
FRF2,0.6878798185537259
FRF3,0.7455003411198656
FRG0,0.5960438708464305
FRH0,0.7009166788309813
FRI1,0.6039687167542677
FRI2,0.7089998768021663
ITC4,0.6274208500050008
ITF1,0.5563005070512493
ITF2,0.7194306551168362
ITF3,0.7024540634204944
ITF4,0.638466780136029
ITF5,0.5604987462361654
ITF6,0.6738638559356331
ITG1,0.5340022560209036
LT01,0.9263195286194483
LT02,0.8354533235232036
LU00,0.5584344362219175
PL22,0.9453311168899139
PL41,0.8265199532732368
PL42,0.8975386479248603
PT18,0.4753783419728279
PT20,0.0
PT30,0.0
RO11,0.8214886722465357
RO12,0.7631326287984848
RO21,0.5696664895862341
RO22,0.3678544731810689
RO31,0.44679823343952496
RO32,0.34994286199410757
ITH3,0.5182890397186081
ITH4,0.6266601244608562
ITH5,0.593444150686264
ITI1,0.5896303646266461
ITI2,0.6400226045399904
ITI3,0.6391230124980212
ITI4,0.6089819998169939
LI00,0.6500391652186711
FI1D,0.5850491102784872
TR82,0.7936621735493342
TR83,0.6938765765478213
TR90,0.9257248161981503
TRA1,0.7419628608661394
TRA2,0.8325680216153463
PL43,0.7631601431096594
PL51,0.883283037878573
PL52,0.9235457816471656
PL61,0.8532633321980635
PL62,0.8668906551164886
PL63,0.9892072319984436
PL71,0.8542255359391372
PL72,0.8407878266026576
PL81,0.8238495372235775
PL82,1.0317243946095307
PL84,0.9929825583472848
PL91,0.8180665376285712
PL92,0.8511402641733488
PT11,0.7200675658881664
PT15,0.35510141812264917
TRB1,0.6664203921022515
TRB2,0.7059673766295115
TRC1,0.47477210766325395
RS12,0.7452542108794054
RS21,0.8361317615956068
RS22,0.6127764548175036
SE11,0.5525947879999876
SE12,0.5503329530979196
NL33,0.5598464275399844
NL34,0.5473313574989637
NL41,0.6003895134975513
NL42,0.7122157270709674
PL21,1.0814972919722399
UKM6,1.1428334653377532
TR22,0.6521281620487571
TRC2,0.5163017125800252
TRC3,0.4001569281021754
UKC1,0.7804514651497205
UKC2,0.7059839855879545
UKD1,0.8776147718230883
UKD3,0.736391694098711
UKD4,0.7550241487721602
UKD6,0.6480617669721445
UKD7,0.7811916328966617
UKE1,0.6934775829315185
UKE2,0.7961365108688673
UKE3,0.7455796591937542
RO41,0.5055512142678101
RO42,0.7032176656338076
RS11,0.7513883762061596
TR41,0.6633527630940079
TR42,0.7772282140950362
TR51,0.5379486182394128
TR52,0.4747714765369892
TR61,0.5826715524618824
TR62,0.5400941873590152
TR63,0.5207821551089485
TR71,0.5612373540798823
TR72,0.6299299944502612
TR81,0.9186351777364811
UKK1,0.7447855912148953
UKK2,0.7045392292241256
UKK3,0.9373275678604841
UKK4,0.7157477375119925
UKL1,1.0102190372844537
UKL2,0.8766337333867947
UKM5,0.8716665488978227
UKM7,0.8874294248099128
UKM8,0.9095215156674386
UKM9,0.8633808651318152
UKN0,0.8815450818588336
SE21,0.7083989637593429
SE22,0.678434590746959
SE23,0.5442651491612196
SE31,0.5613673694587002
SE32,0.6706591993570328
SE33,0.6734970871359109
SI03,0.7010373479997118
SI04,0.683433560281992
SK01,0.5211604562898476
SK02,0.6751049121841788
SK03,0.7877128360172113
SK04,0.8150267451380689
TR10,0.6950629737228156
TR21,0.45684371292591097
UKE4,0.6615533702075481
UKF1,0.6281993582844734
UKF2,0.6299721761296193
UKF3,0.6184449020773173
UKG1,0.6799564529210329
UKG2,0.6310613493124644
UKG3,0.6112058614691098
UKH1,0.6885565948983033
UKH2,0.604212029526631
UKH3,0.6643165479103724
UKI3,0.5333333333333333
UKI4,0.5333333333333333
UKI5,0.6396842633684476
UKI6,0.5388737201690674
UKI7,0.5672171701987584
UKJ1,0.6373609278351069
UKJ2,0.5765144338210424
UKJ3,0.6574992004781961
UKJ4,0.5687873491396507
NO09,0.7749230897054076
NO0A,1.2848819081981977
NO0B,0.9241442496577899
HR05,0.6781348675489426
HR06,0.6505050922433535
NO02,0.7821739130963882
NO06,0.9938867639750242
NO07,0.911048310995102
NO08,0.6999626810352008
